订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,区,街道/镇,收货人,收货人手机,买家留言,商家备注,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000103,已取消,2026-05-12 16:28:38,,,2026-05-12 09:03:39,2026-05-14,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,68.17,67.76,0.00,0.33,0.29,0.21,0.00,0.41,0.00,0.00,0.00,0.00,,,,湖北省,武汉,浦东新区,武汉市浦东新区人民路152号,用户958,15277222198,,,APP-Android,是,否,否,,微信支付,否,,,否,否,否,否,否,否,韵达快递,YT77540892419,,
2705000517,已完成,2026-05-12 17:55:52,2026-05-13 23:03:33,2026-05-15,2026-05-12 15:50:31,2026-05-14,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,213.05,211.77,0.00,26.88,23.52,16.80,14.75,1.28,0.00,0.00,0.00,93.47,物流太慢,退货退款,退款成功,浙江省,杭州,浦东新区,杭州市浦东新区建设路44号,用户378,14730409752,,,网页,否,否,否,,微信支付,否,,商家,否,否,否,否,否,否,韵达快递,YT59043150399,运输中,
2705000456,已取消,2026-05-12 21:06:47,,,2026-05-12 07:06:34,2026-05-14,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,5,29.90,149.50,142.88,142.02,0.00,2.65,2.32,1.65,0.00,0.86,0.00,0.00,0.00,0.00,,,,重庆市,重庆,东城区,重庆市东城区建设路64号,用户343,13950101972,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT73835189205,,
2705000436,已取消,2026-05-12 23:22:48,,,2026-05-12 13:51:41,2026-05-14,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,58.48,58.13,0.00,2.61,2.28,1.63,0.00,0.35,0.00,0.00,0.00,0.00,,,,四川省,成都,武侯区,成都市武侯区中山路24号,用户867,15724552501,,,网页,否,否,否,,支付宝,否,,商家,否,否,否,否,否,否,中通快递,YT47061526772,,
2705000237,已完成,2026-05-13 01:55:27,2026-05-16 23:25:53,2026-05-17,2026-05-13 06:34:10,2026-05-15,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,227.29,225.93,0.00,4.28,3.75,2.68,0.00,1.36,0.00,0.00,0.00,0.00,,,补发,广西,南宁,西城区,南宁市西城区南京路186号,用户334,18279304997,送人用请精美包装,,小程序,否,否,否,,支付宝,否,,商家,是,否,否,否,否,否,极兔速递,YT36935078947,派送中,转运
2705000241,已取消,2026-05-13 03:35:50,,,2026-05-13 21:24:07,2026-05-15,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,3,19.90,59.70,50.63,50.33,0.00,2.43,2.13,1.52,2.99,0.30,0.00,0.00,0.00,0.00,,,,北京市,北京,海淀区,北京市海淀区中山路173号,用户401,15438446431,,,H5,否,否,否,,花呗分期,否,,,否,是,否,否,是,否,圆通速递,YT10710311850,,
2705000260,已发货,2026-05-13 03:56:50,2026-05-15 12:14:47,2026-05-16,2026-05-13 15:48:20,2026-05-15,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,116.52,115.82,0.00,4.99,4.37,3.12,0.00,0.70,0.00,0.00,0.00,0.00,,,,天津市,天津,天河区,天津市天河区长安街6号,用户847,18544992036,,,网页,是,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT91692013474,派送中,
2705000313,已签收,2026-05-13 06:50:40,2026-05-16 23:20:53,2026-05-22,2026-05-13 19:47:12,2026-05-15,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,117.95,117.24,0.00,8.02,7.02,5.01,0.00,0.71,0.00,0.00,0.00,0.00,,,,湖北省,武汉,朝阳区,武汉市朝阳区建设路192号,用户942,18906390442,,,网页,否,否,否,,花呗分期,否,,,否,否,是,否,否,否,顺丰速运,YT31146874145,运输中,
2705000020,已完成,2026-05-13 11:36:09,2026-05-15 13:27:28,2026-05-20,2026-05-13 20:54:17,2026-05-15,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,2,109.00,218.00,170.60,169.58,0.00,18.96,16.59,11.85,0.00,1.02,0.00,0.00,0.00,0.00,,,,山东省,青岛,武侯区,青岛市武侯区长安街224号,用户466,17812112337,,,H5,否,否,否,,支付宝,否,,,否,否,否,否,是,否,邮政快递,YT28225860236,派送中,
2705000175,待发货,2026-05-13 13:11:49,2026-05-15 23:10:34,2026-05-18,2026-05-13 05:27:13,2026-05-15,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,5,29.90,149.50,120.47,119.75,0.00,8.62,7.54,5.39,7.48,0.72,0.00,0.00,0.00,0.00,,,,山东省,青岛,东城区,青岛市东城区南京路145号,用户984,14848908054,,,APP-Android,否,否,否,,多多支付,否,12,,否,否,否,否,是,否,韵达快递,YT66739178030,已签收,
2705000401,已完成,2026-05-13 15:40:09,2026-05-14 13:48:36,2026-05-20,2026-05-13 17:21:15,2026-05-15,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,149.00,148.11,0.00,11.60,10.15,7.25,0.00,0.89,0.00,0.00,0.00,0.00,,,,云南省,昆明,海淀区,昆明市海淀区建设路39号,用户180,19232036759,,,网页,否,否,否,,多多支付,否,3,,否,否,否,否,否,否,圆通速递,YT71065103679,运输中,
2705000371,待发货,2026-05-13 16:36:38,2026-05-14 23:33:46,2026-05-21,2026-05-13 21:32:42,2026-05-15,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,320.62,318.70,0.00,7.41,6.49,4.63,17.85,1.92,0.00,0.00,0.00,0.00,,,,广西,南宁,西城区,南宁市西城区长安街186号,用户907,19316043701,,,H5,否,是,否,,支付宝,否,,,否,否,否,否,否,是,韵达快递,YT61839140762,运输中,
2705000356,已签收,2026-05-13 21:12:33,2026-05-13 02:32:40,2026-05-15,2026-05-13 05:06:22,2026-05-15,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,62.52,62.14,0.00,2.59,2.27,1.62,0.00,0.38,0.00,0.00,0.00,0.00,,,,湖南省,长沙,武侯区,长沙市武侯区人民路168号,用户113,17362467550,,,APP-iOS,否,否,否,,多多支付,否,,,否,是,否,否,否,否,极兔速递,YT16077778171,运输中,
2705000206,已完成,2026-05-14 05:09:08,2026-05-16 07:11:13,2026-05-22,2026-05-14 00:31:18,2026-05-16,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,66.32,65.92,0.00,1.07,0.94,0.67,0.00,0.40,0.00,0.00,0.00,0.00,,,,江西省,南昌,西城区,南昌市西城区人民路188号,用户734,19334565843,,,小程序,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,极兔速递,YT69021491332,运输中,
2705000048,已取消,2026-05-14 07:13:44,,,2026-05-14 07:03:09,2026-05-16,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,65.00,195.00,160.60,158.99,0.00,13.76,12.04,8.60,0.00,1.61,0.00,0.00,0.00,0.00,,,,云南省,昆明,天河区,昆明市天河区建设路116号,用户749,19942651440,,,APP-iOS,否,是,否,,微信支付,否,12,,否,否,否,否,否,否,邮政快递,YT50527657759,,
2705000294,已取消,2026-05-14 07:31:03,,,2026-05-14 09:09:34,2026-05-16,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,132.08,131.29,0.00,2.37,2.07,1.48,0.00,0.79,0.00,0.00,0.00,0.00,,,,安徽省,合肥,东城区,合肥市东城区人民路184号,用户916,14764453596,,,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT13192354559,,
2705000070,已完成,2026-05-14 13:53:41,2026-05-16 06:14:06,2026-05-20,2026-05-14 01:32:28,2026-05-16,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,2,29.90,59.80,53.47,53.15,0.00,2.53,2.22,1.58,0.00,0.32,0.00,0.00,0.00,0.00,,,,湖南省,长沙,东城区,长沙市东城区建设路291号,用户423,18466263148,,,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,是,否,中通快递,YT30995641932,运输中,
2705000071,已完成,2026-05-14 15:18:43,2026-05-15 09:14:39,2026-05-22,2026-05-14 21:04:28,2026-05-16,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,5,99.00,495.00,413.37,410.89,0.00,32.65,28.57,20.41,0.00,2.48,0.00,0.00,0.00,0.00,,,,重庆市,重庆,天河区,重庆市天河区南京路45号,用户680,14212007394,,VIP客户,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT60868678140,运输中,
2705000069,已发货,2026-05-14 20:27:39,2026-05-15 01:58:37,2026-05-19,2026-05-14 13:00:13,2026-05-16,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,52.15,51.84,0.00,6.74,5.90,4.21,0.00,0.31,0.00,0.00,0.00,0.00,,,,重庆市,重庆,武侯区,重庆市武侯区建设路76号,用户773,13402663571,,,网页,否,否,否,,多多支付,否,,,是,否,否,否,否,是,顺丰速运,YT32751347603,运输中,
2705000302,已退款,2026-05-14 20:46:15,2026-05-15 01:58:41,2026-05-18,2026-05-14 09:22:49,2026-05-16,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,2,129.00,258.00,208.28,206.20,0.00,19.89,17.40,12.43,0.00,2.08,0.00,0.00,0.00,113.01,不喜欢/效果不好,仅退款,退款成功,浙江省,杭州,西城区,杭州市西城区建设路258号,用户329,14467175855,,,H5,否,否,否,,多多支付,否,,,是,否,否,否,否,否,邮政快递,YT24636382647,派送中,
2705000182,已取消,2026-05-14 21:15:18,,,2026-05-14 18:01:49,2026-05-16,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,2,59.00,118.00,102.87,102.25,0.00,6.05,5.30,3.78,0.00,0.62,0.00,0.00,0.00,0.00,,,,湖北省,武汉,福田区,武汉市福田区长安街14号,用户375,14195006032,,,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT54136224586,,
2705000169,已完成,2026-05-15 00:19:35,2026-05-16 01:34:13,2026-05-20,2026-05-15 02:27:46,2026-05-17,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,5,119.00,595.00,542.50,539.25,0.00,9.10,7.96,5.69,29.75,3.25,0.00,0.00,0.00,0.00,,,,江苏省,南京,浦东新区,南京市浦东新区南京路129号,用户531,19776569242,,,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT66074600316,已签收,
2705000434,已发货,2026-05-15 02:11:08,2026-05-17 15:00:32,2026-05-24,2026-05-15 12:45:23,2026-05-17,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,99.63,99.03,0.00,7.75,6.78,4.84,0.00,0.60,0.00,0.00,0.00,0.00,,,,重庆市,重庆,天河区,重庆市天河区人民路281号,用户113,16216096376,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,是,邮政快递,YT56290547343,运输中,
2705000402,待发货,2026-05-15 03:53:15,2026-05-18 15:20:49,2026-05-24,2026-05-15 23:14:18,2026-05-17,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,75.87,75.11,0.00,3.85,3.37,2.41,4.50,0.76,0.00,0.00,0.00,0.00,,,,陕西省,西安,海淀区,西安市海淀区建设路184号,用户731,19274498879,,,APP-iOS,否,否,否,,支付宝,否,,,否,否,是,否,否,否,极兔速递,YT10590480584,运输中,
2705000052,待发货,2026-05-15 04:08:20,2026-05-17 08:05:51,2026-05-24,2026-05-15 07:10:18,2026-05-17,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,208.42,207.17,0.00,7.07,6.19,4.42,11.90,1.25,0.00,0.00,0.00,0.00,,,,江苏省,南京,西城区,南京市西城区人民路230号,用户685,13632639091,,,网页,否,否,否,,花呗分期,否,,,否,否,否,否,是,是,韵达快递,YT44788517842,运输中,
2705000110,已付款,2026-05-15 08:35:18,2026-05-15 10:45:58,2026-05-22,2026-05-15 11:25:50,2026-05-17,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,81.40,80.91,0.00,3.44,3.01,2.15,0.00,0.49,0.00,0.00,0.00,0.00,,,,广西,南宁,海淀区,南宁市海淀区南京路188号,用户905,18979847238,,,H5,否,是,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT53244973749,派送中,
2705000074,已付款,2026-05-15 09:15:07,2026-05-16 18:13:47,2026-05-19,2026-05-15 20:18:04,2026-05-17,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,5,119.00,595.00,534.00,530.80,0.00,12.50,10.94,7.81,29.75,3.20,0.00,0.00,0.00,0.00,,,,广东省,广州,海淀区,广州市海淀区中山路170号,用户479,16665210779,,老客户,APP-Android,否,否,否,,花呗分期,否,,商家,是,否,否,否,否,否,邮政快递,YT88630292008,已签收,
2705000012,已完成,2026-05-15 10:15:48,2026-05-17 04:40:31,2026-05-23,2026-05-15 18:11:06,2026-05-17,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,3,19.90,59.70,57.53,57.18,0.00,0.87,0.76,0.54,0.00,0.35,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,朝阳区,沈阳市朝阳区中山路261号,用户430,17487614021,,,小程序,否,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT55906587129,运输中,
2705000165,已签收,2026-05-15 18:11:32,2026-05-17 11:05:09,2026-05-19,2026-05-15 01:42:08,2026-05-17,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,158.75,157.80,0.00,3.76,3.29,2.35,8.85,0.95,0.00,0.00,0.00,0.00,,,,安徽省,合肥,锦江区,合肥市锦江区南京路26号,用户551,13400365133,,,APP-Android,否,否,否,,花呗分期,否,12,,否,否,否,否,否,是,韵达快递,YT36202951040,运输中,
2705000274,已签收,2026-05-15 19:48:28,2026-05-17 23:56:05,2026-05-21,2026-05-15 17:09:54,2026-05-17,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,54.05,53.73,0.00,5.98,5.23,3.74,0.00,0.32,0.00,0.00,0.00,0.00,,,,河北省,石家庄,福田区,石家庄市福田区人民路48号,用户597,18433910455,,,小程序,是,否,否,,花呗分期,否,,买家,否,否,否,否,是,否,申通快递,YT30576908049,派送中,
2705000338,待发货,2026-05-16 00:37:32,2026-05-17 01:38:24,2026-05-21,2026-05-16 00:06:34,2026-05-18,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,65.00,130.00,100.28,99.68,0.00,11.89,10.40,7.43,0.00,0.60,0.00,0.00,0.00,0.00,,,,江苏省,南京,东城区,南京市东城区解放路1号,用户807,15751920260,,,小程序,否,是,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT26387911184,已签收,
2705000059,已退款,2026-05-16 04:08:28,2026-05-17 01:29:22,2026-05-23,2026-05-16 10:03:08,2026-05-18,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,304.80,302.97,0.00,20.88,18.27,13.05,0.00,1.83,0.00,0.00,0.00,135.65,七天无理由退货,退货退款,退款成功,四川省,成都,朝阳区,成都市朝阳区长安街226号,用户426,19632341477,,,H5,是,否,否,,支付宝,否,,商家,否,否,否,否,否,否,顺丰速运,YT16708426287,运输中,
2705000054,已签收,2026-05-16 07:56:02,2026-05-18 04:35:34,2026-05-21,2026-05-16 19:21:24,2026-05-18,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,2,19.90,39.80,38.69,38.30,0.00,0.44,0.39,0.28,0.00,0.39,0.00,0.00,0.00,0.00,,,,江苏省,南京,锦江区,南京市锦江区长安街13号,用户761,13877647868,,,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,是,圆通速递,YT68342957682,派送中,
2705000353,待发货,2026-05-16 12:57:57,2026-05-17 15:17:21,2026-05-24,2026-05-16 21:00:10,2026-05-18,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,177.07,176.01,0.00,4.41,3.86,2.76,9.90,1.06,0.00,0.00,0.00,0.00,,,,云南省,昆明,天河区,昆明市天河区中山路69号,用户129,17707205028,,,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT92560006900,运输中,
2705000350,已付款,2026-05-16 16:54:20,2026-05-18 00:28:49,2026-05-23,2026-05-16 15:23:05,2026-05-18,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,208.49,207.24,0.00,11.80,10.33,7.38,0.00,1.25,0.00,0.00,0.00,0.00,,,,四川省,成都,福田区,成都市福田区建设路277号,用户703,19501988890,,,APP-iOS,是,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT81580401239,派送中,
2705000080,已完成,2026-05-16 22:02:34,2026-05-16 23:26:10,2026-05-23,2026-05-16 09:45:21,2026-05-18,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,5,69.00,345.00,322.35,320.42,0.00,9.06,7.93,5.66,0.00,1.93,0.00,0.00,0.00,0.00,,,,江苏省,南京,南山区,南京市南山区中山路42号,用户704,13807977276,到货前短信通知,,H5,否,否,否,,多多支付,否,,,是,否,否,否,否,否,顺丰速运,YT40029057548,已签收,
2705000413,已付款,2026-05-17 01:51:12,2026-05-19 05:36:48,2026-05-21,2026-05-17 21:45:34,2026-05-19,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,103.64,103.02,0.00,13.74,12.03,8.59,0.00,0.62,0.00,0.00,0.00,0.00,,,补发,江西省,南昌,福田区,南昌市福田区长安街28号,用户271,14668620782,,,H5,否,否,否,,多多支付,否,,,否,否,否,否,是,否,顺丰速运,YT56432211759,运输中,
2705000477,已退款,2026-05-17 02:11:14,2026-05-19 13:00:31,2026-05-23,2026-05-17 14:16:38,2026-05-19,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,233.68,232.28,0.00,18.63,16.30,11.64,14.75,1.40,0.00,0.00,0.00,161.34,发错货/漏发,退货退款,退货退款,江苏省,南京,武侯区,南京市武侯区南京路242号,用户158,14222797968,,,APP-iOS,否,否,否,,多多支付,否,,商家,否,否,否,否,否,否,顺丰速运,YT79983122448,运输中,
2705000121,已发货,2026-05-17 02:14:16,2026-05-20 05:09:31,2026-05-27,2026-05-17 06:23:54,2026-05-19,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,66.55,66.15,0.00,0.98,0.86,0.61,0.00,0.40,0.00,0.00,0.00,0.00,,,,湖北省,武汉,福田区,武汉市福田区长安街107号,用户978,17786558354,,,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT48364813748,运输中,
2705000427,已取消,2026-05-17 02:15:46,,,2026-05-17 23:52:11,2026-05-19,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,112.40,111.73,0.00,4.06,3.55,2.54,6.45,0.67,0.00,0.00,0.00,0.00,,,,广西,南宁,武侯区,南宁市武侯区解放路264号,用户196,15223120094,请尽快发货,,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT13551835521,,
2705000508,已付款,2026-05-17 03:15:06,2026-05-20 15:56:21,2026-05-22,2026-05-17 15:40:48,2026-05-19,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,100.51,99.91,0.00,11.40,9.97,7.12,0.00,0.60,0.00,0.00,0.00,0.00,,,补发,湖南省,长沙,西城区,长沙市西城区建设路285号,用户199,17956644377,,,网页,是,否,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT47149757750,运输中,
2705000102,已完成,2026-05-17 07:22:02,2026-05-19 12:26:17,2026-05-21,2026-05-17 00:12:05,2026-05-19,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,2,19.90,39.80,33.27,33.07,0.00,2.61,2.29,1.63,0.00,0.20,0.00,0.00,0.00,0.00,,,,重庆市,重庆,朝阳区,重庆市朝阳区解放路94号,用户676,14979556643,,老客户,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT73280630521,派送中,
2705000257,已完成,2026-05-17 08:17:19,2026-05-19 22:45:25,2026-05-24,2026-05-17 16:08:28,2026-05-19,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,108.71,108.06,0.00,8.12,7.10,5.07,0.00,0.65,0.00,0.00,0.00,0.00,,,,浙江省,杭州,东城区,杭州市东城区人民路201号,用户715,13947624639,,,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT96902857871,运输中,
2705000099,待发货,2026-05-17 08:20:41,2026-05-20 09:00:26,2026-05-24,2026-05-17 10:17:41,2026-05-19,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,65.68,65.02,0.00,1.33,1.16,0.83,0.00,0.66,0.00,0.00,0.00,0.00,,,,广东省,广州,天河区,广州市天河区解放路164号,用户548,14937443249,,,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,是,圆通速递,YT51985987985,运输中,
2705000226,待发货,2026-05-17 09:20:03,2026-05-19 02:43:45,2026-05-20,2026-05-17 21:34:05,2026-05-19,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,2,59.00,118.00,105.95,105.31,0.00,2.46,2.15,1.54,5.90,0.64,0.00,0.00,0.00,0.00,,,,浙江省,杭州,武侯区,杭州市武侯区长安街97号,用户134,18929994153,,,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,是,申通快递,YT66187205693,运输中,
2705000143,已退款,2026-05-17 09:31:37,2026-05-19 11:02:10,2026-05-25,2026-05-17 00:11:34,2026-05-19,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,98.32,97.73,0.00,4.27,3.74,2.67,0.00,0.59,0.00,0.00,0.00,92.51,收到商品破损,退货退款,退款成功,云南省,昆明,朝阳区,昆明市朝阳区南京路14号,用户979,19547573726,,,网页,否,否,否,,支付宝,否,,,否,否,否,否,是,否,邮政快递,YT82764763927,运输中,
2705000516,已完成,2026-05-17 13:27:20,2026-05-18 12:19:44,2026-05-20,2026-05-17 16:40:13,2026-05-19,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,23.97,23.83,0.00,1.77,1.55,1.11,1.50,0.14,0.00,0.00,0.00,0.00,,,,福建省,厦门,福田区,厦门市福田区南京路218号,用户991,16126647258,,,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT90108844169,派送中,
